AccountID,CustomerID,CustomerType,Company
179,4083,private_sector_worker,Nyantakyi Inc
180,5091,private_sector_worker,"Amoasi, Asamoah and Afoakwa"
181,1300,public_sector_worker,"Kwaakye, Adusei and Tutu"
182,9806,private_sector_worker,"Obeng, Akyeampomaa and Boakyewaa"
183,324,private_sector_worker,Donkor Inc
184,5541,public_sector_worker,"Adwubi, Mensah and Kyeiwaa"
185,5240,public_sector_worker,Baafi Group
186,6549,private_sector_worker,Safoaa and Sons
187,6797,public_sector_worker,"Yawson, Antwiwaa and Agyeiwaa"
188,1072,public_sector_worker,Pomaa-Adutwumwaa
189,4616,private_sector_worker,"Karikari, Asante and Quartey"
190,6460,public_sector_worker,Takyi Group
191,2069,private_sector_worker,Asamoah Group
192,3094,private_sector_worker,Boatemaah-Asiama
193,3637,public_sector_worker,Takyi Ltd
194,8984,private_sector_worker,Yeboah Inc
195,9025,private_sector_worker,Asiama LLC
196,9204,private_sector_worker,Mensah-Adoma
197,1553,private_sector_worker,Amoanimaa-Nkrumah
198,3022,public_sector_worker,Adomako-Gyasiwaa
199,7378,public_sector_worker,Mensah LLC
200,7204,public_sector_worker,Owusu-Takyi
201,9324,public_sector_worker,"Ampofowaa, Amponsa and Akoto"
202,1176,private_sector_worker,Boakye-Agyei
203,1397,private_sector_worker,Agyapong-Fosu
204,1599,private_sector_worker,Otuo-Ntim
205,7013,private_sector_worker,Gyasi-Adomako
206,3136,public_sector_worker,"Boateng, Adu and Otuo"
207,9996,private_sector_worker,Nkrumah-Asiedu
208,8718,private_sector_worker,Kwarteng-Okyere
209,1897,private_sector_worker,Kyei-Quartey
210,6751,private_sector_worker,Oti-Gyasi
211,3316,public_sector_worker,Baah Inc
212,6768,private_sector_worker,Opuku-Duah
213,2355,private_sector_worker,"Antwi, Akoaa and Duah"
214,1486,private_sector_worker,Asamoa-Amponsa
215,9744,public_sector_worker,Boadu-Ahortor
216,3637,private_sector_worker,"Amoako, Adomako and Awuah"
217,3613,public_sector_worker,Antwi-Okyere
218,2939,public_sector_worker,Ankra LLC
219,7375,private_sector_worker,Ntim Inc
220,3398,public_sector_worker,"Ahortor, Koomson and Gyasi"
221,5113,private_sector_worker,Prempeh PLC
222,7236,public_sector_worker,"Asamoah, Nkansah and Mensah"
223,6407,private_sector_worker,Opoku-Ansa
224,1487,private_sector_worker,Mensa Group
225,5016,private_sector_worker,Wiafe Inc
226,5944,private_sector_worker,"Mensa, Fosu and Owusu"
227,7967,private_sector_worker,Nyantakyi and Sons
228,9210,private_sector_worker,Kwartemaa-Kyei
229,4154,private_sector_worker,Amoako-Ansa
230,6217,private_sector_worker,Agyare-Nti
231,4518,private_sector_worker,Okyere-Agyemang
232,697,private_sector_worker,"Akyeampomaa, Twumasi and Asamoah"
233,663,public_sector_worker,Ampadu-Kwartemaa
234,9448,public_sector_worker,Karikari-Nkansah
235,4319,private_sector_worker,Agyapomaa and Sons
236,34,public_sector_worker,Baawia LLC
237,2584,private_sector_worker,Nyaako PLC
238,3464,public_sector_worker,Agyapong-Dufie
239,5439,public_sector_worker,Kyerewaa Ltd
240,7105,private_sector_worker,"Akyeampong, Oti and Akyeamfuɔ"
241,688,public_sector_worker,Boatemaah-Amoa
242,8821,private_sector_worker,Adutwum PLC
243,4310,private_sector_worker,Otuo LLC
244,8784,private_sector_worker,Baah and Sons
245,8825,public_sector_worker,Darko PLC
246,5740,public_sector_worker,"Amo, Nkansah and Andorful"
247,2583,private_sector_worker,"Mensah, Koomson and Asare"
248,5135,public_sector_worker,"Boahen, Agyare and Akyaa"
249,2258,public_sector_worker,Daako PLC
250,1990,public_sector_worker,Kusi-Bonsra
251,7688,public_sector_worker,"Afoakwa, Agyei and Baafi"
252,7729,public_sector_worker,"Kwaakye, Gyasi and Wiafe"
253,832,private_sector_worker,Ataa-Kumi
254,8423,private_sector_worker,"Takyi, Gyamfiaa and Otuo"
255,4567,public_sector_worker,Dwamena Inc
256,7261,private_sector_worker,Adusei-Akyerεko
257,1186,private_sector_worker,"Owusu, Asiama and Fosua"
258,2326,private_sector_worker,"Kwaakye, Frimpomaa and Boadi"
259,8872,public_sector_worker,Akoto-Kusiwaa
260,2513,public_sector_worker,Omani PLC
261,7600,private_sector_worker,Tawia and Sons
262,4071,public_sector_worker,Opuku Inc
263,5373,private_sector_worker,Adusei-Omani
264,1948,public_sector_worker,Afoakwa Ltd
265,7983,private_sector_worker,Ampadu-Owusu
266,1537,private_sector_worker,Boadu-Akyeamfuɔ
267,7837,private_sector_worker,Ahortor-Omani
268,9734,public_sector_worker,"Akoto, Mensah and Boadi"
269,2187,private_sector_worker,"Gyamfiaa, Kwaakye and Afoakwa"
270,1919,private_sector_worker,"Daakoaa, Sarpong and Baawia"
271,5408,public_sector_worker,"Adomako, Akyeamfuɔ and Agyapong"
272,537,private_sector_worker,Amoa LLC
273,4902,private_sector_worker,"Omani, Safo and Nkansah"
274,9843,public_sector_worker,"Acheampong, Dwamena and Kwaakye"
275,9933,private_sector_worker,Fosu-Frema
276,5458,public_sector_worker,"Asamoa, Baah and Antwi"
277,1928,private_sector_worker,Afoakwa Ltd
278,1932,private_sector_worker,Bonsra Ltd
279,6553,private_sector_worker,Amoakowaa Group
280,6172,private_sector_worker,Adomah Inc
281,1414,private_sector_worker,Asamoa-Owusu
282,5207,private_sector_worker,Antwi-Kusi
283,6182,private_sector_worker,Omani-Antwi
284,7836,public_sector_worker,"Appia, Antwi and Gyasiwaa"
285,9600,public_sector_worker,"Asiedu, Asare and Akyeampong"
286,9193,private_sector_worker,Afoakwa LLC
287,728,public_sector_worker,"Akyaa, Nti and Bonsra"
288,3851,public_sector_worker,Safoaa-Appia
289,4783,private_sector_worker,Ankra Inc
290,635,public_sector_worker,"Adomako, Akyeamfuɔ and Ahortor"
291,1637,public_sector_worker,"Yirenkyi, Adomah and Ampofowaa"
292,2288,private_sector_worker,Appiah-Bonsra
293,4576,private_sector_worker,Yeboa Ltd
294,6006,public_sector_worker,"Bonsu, Nsia and Owusuwaa"
295,9044,private_sector_worker,Amponsah Group
296,2269,private_sector_worker,Kwarteng PLC
297,3790,private_sector_worker,Nyaako-Asiedu
298,6493,private_sector_worker,"Otuo, Boatemaa and Dwamena"
299,6002,private_sector_worker,Yeboah-Asamoa
300,5955,private_sector_worker,Amoako and Sons
301,2258,private_sector_worker,Nkansa-Ankra
302,5711,public_sector_worker,"Adomah, Anima and Boadi"
303,9357,public_sector_worker,Akyeamfuɔ-Yawson
304,8928,public_sector_worker,"Sarpong, Adusei and Adutwumwaa"
305,4506,private_sector_worker,Baafi-Akyerε
306,8158,private_sector_worker,"Asantewaa, Appia and Frema"
307,8575,public_sector_worker,Ampadu LLC
308,1209,public_sector_worker,"Ataa, Anokye and Yirenkyi"
309,931,public_sector_worker,"Nsia, Nsia and Obeng"
310,6256,public_sector_worker,Pokuaa-Kumi
311,9674,public_sector_worker,Nyaakoaa-Baafi
312,4175,private_sector_worker,Kusi-Anokye
313,8569,private_sector_worker,"Dwamena, Asamoah and Appia"
314,4292,public_sector_worker,"Nti, Gyasi and Kyeiwaa"
315,5331,public_sector_worker,Okyere Ltd
316,7248,private_sector_worker,Ataa PLC
317,9046,public_sector_worker,"Asare, Yawson and Dwamena"
318,4415,public_sector_worker,Danso Inc
319,7399,private_sector_worker,Yeboa and Sons
320,7116,public_sector_worker,"Antwi, Otiwa and Akyerεko"
321,6601,private_sector_worker,"Awuah, Adomah and Ampofowaa"
322,6769,private_sector_worker,Agyare Group
323,4213,public_sector_worker,Akoto-Asare
324,8218,public_sector_worker,"Agyare, Akɔmaa and Koomson"
325,8694,public_sector_worker,Afirifa-Boadu
326,8408,public_sector_worker,"Takyi, Owusu and Appia"
327,6558,public_sector_worker,Baah-Ansa
328,5544,public_sector_worker,Obeng Ltd
329,5915,public_sector_worker,"Ata, Adoma and Akyeampong"
330,971,public_sector_worker,"Kumi, Baawia and Okyere"
331,1426,private_sector_worker,"Danso, Asante and Asiedu"
332,5615,private_sector_worker,Okyere LLC
333,8034,private_sector_worker,Frema-Opoku
334,6987,private_sector_worker,Afoakwa-Acheampong
335,5222,public_sector_worker,"Koomson, Akyeamfuɔ and Kusi"
336,1458,public_sector_worker,"Ankra, Yawson and Daakoaa"
337,5145,public_sector_worker,"Boakye, Amoako and Frimpomaa"
338,6729,public_sector_worker,Boakye Ltd
339,8042,public_sector_worker,"Yaamoa, Daakoaa and Twumasi"
340,9343,public_sector_worker,Wiafe-Amponsa
341,2004,private_sector_worker,Awuah and Sons
342,6313,public_sector_worker,Ofori PLC
343,8090,private_sector_worker,"Asantewaa, Afirifa and Agyei"
344,8027,public_sector_worker,Obeng-Awuah
345,1936,public_sector_worker,Badu-Frema
346,4686,public_sector_worker,"Adoma, Asare and Foriwaa"
347,3227,public_sector_worker,Nyantakyi Inc
348,5698,public_sector_worker,Adutwum PLC
349,583,public_sector_worker,Andorful-Mensah
350,2242,public_sector_worker,Tweneboa-Bonsu
351,7781,private_sector_worker,Akyeampong LLC
352,7264,public_sector_worker,Akoto Group
353,9254,private_sector_worker,"Akoto, Asiama and Boadi"
354,5586,private_sector_worker,Amoa-Boadu
355,459,public_sector_worker,Ampadu LLC
356,6046,private_sector_worker,Gyasiwaa Group
357,8069,private_sector_worker,"Fosu, Ansa and Danso"
358,4505,public_sector_worker,Ansomaa-Nyaako
359,5636,public_sector_worker,Antwi-Akyerε
360,1611,public_sector_worker,Adomako LLC
361,3214,public_sector_worker,"Serwaa, Opoku and Akyaa"
362,8415,private_sector_worker,Safo-Asenso
363,8646,public_sector_worker,Pokuaa-Adomako
364,9514,private_sector_worker,Tawia-Kwaakye
365,438,public_sector_worker,"Baawia, Prempeh and Prempeh"
366,9516,public_sector_worker,Asamoa-Tweneboa
367,9033,private_sector_worker,"Takyi, Ofori and Fofie"
368,699,private_sector_worker,Bonsra-Takyi
369,2417,public_sector_worker,"Nkansah, Nti and Afoakwa"
370,3420,private_sector_worker,"Adutwum, Adutwum and Kumi"
371,453,public_sector_worker,"Serwaa, Bonsu and Boateng"
372,9197,private_sector_worker,Ansomaa-Prempeh
373,5239,private_sector_worker,Yawson-Opoku
374,2061,public_sector_worker,Asiedu Group
375,7433,private_sector_worker,Asiama Ltd
376,7320,private_sector_worker,"Yeboa, Boatemaah and Karikari"
377,8794,public_sector_worker,"Antwi, Kwartemaa and Antwi"
378,3629,private_sector_worker,"Baah, Anima and Sarpong"
379,5198,private_sector_worker,"Nyame, Antwi and Kwarteng"
380,4094,public_sector_worker,Ntim Ltd
381,1074,public_sector_worker,"Yirenkyi, Karikari and Baawia"
382,283,private_sector_worker,Opuku and Sons
383,9052,public_sector_worker,Kwarteng Inc
384,8849,public_sector_worker,Ataa-Ofosu
385,7053,public_sector_worker,Oppong-Adu
386,2510,public_sector_worker,Kwaakye-Otiwa
387,7749,private_sector_worker,Agyemang and Sons
388,4883,private_sector_worker,Duah-Agyapong
389,5166,public_sector_worker,Donkor-Danso
390,9769,public_sector_worker,Badu Inc
391,8469,public_sector_worker,Akyeamfuɔ Ltd
392,9583,public_sector_worker,Bonsra Inc
393,9873,public_sector_worker,Karikari-Mensa
394,332,public_sector_worker,Tutu-Opuku
395,2479,private_sector_worker,Kumi Inc
396,3525,private_sector_worker,Amponsah-Adutwum
397,8425,public_sector_worker,Ofosu-Koomson
398,8820,private_sector_worker,"Andorful, Okyere and Pomaa"
399,9863,private_sector_worker,Gyamfiaa-Akyeampomaa
400,6334,private_sector_worker,"Nyaako, Boatemaa and Asante"
401,2909,public_sector_worker,"Appia, Asiama and Tawia"
402,6895,public_sector_worker,"Amo, Kusi and Safo"
403,8585,public_sector_worker,"Owusu, Agyei and Nyaako"
404,14,private_sector_worker,Asiedu Ltd
405,363,public_sector_worker,"Ampadu, Twumasi and Nyaako"
406,6122,private_sector_worker,"Ampofowaa, Amoakowaa and Ahortor"
407,6568,public_sector_worker,Nti-Agyapong
408,8235,public_sector_worker,"Abrafi, Omani and Boatemaah"
409,8438,private_sector_worker,Bonsra LLC
410,7964,public_sector_worker,Ampadu-Agyapong
411,3289,public_sector_worker,"Yirenkyi, Baafi and Oppong"
412,599,public_sector_worker,Abrafi-Akowua
413,8250,public_sector_worker,Agyei PLC
414,6312,public_sector_worker,Kyei PLC
415,3108,private_sector_worker,Boakyewaa-Asante
416,2830,public_sector_worker,"Safo, Koomson and Badu"
417,7653,private_sector_worker,"Ampadu, Agyapomaa and Baafi"
418,3938,public_sector_worker,Mensa Group
419,5833,private_sector_worker,Pokuaa-Akyeampomaa
420,3375,private_sector_worker,"Kwaakyewaa, Boadi and Gyamfiaa"
421,6601,private_sector_worker,Kwaakye LLC
422,5024,private_sector_worker,"Yaamoa, Otiwa and Andorful"
423,5973,public_sector_worker,Agyapomaa Ltd
424,9188,public_sector_worker,"Opoku, Kusiwaa and Yaamoa"
425,5127,public_sector_worker,Akɔmaa and Sons
426,7013,private_sector_worker,Koomson-Otuo
427,7522,public_sector_worker,Tawia Group
428,4660,private_sector_worker,Otuo Inc
429,5896,private_sector_worker,Boadi LLC
430,7504,public_sector_worker,"Mensa, Antwi and Pomaa"
431,278,private_sector_worker,"Quartey, Oti and Kusiwaa"
432,8400,private_sector_worker,"Tawia, Afoakwa and Akowua"
433,3577,public_sector_worker,Nsia-Appia
434,9443,public_sector_worker,Nkansa-Adomako
435,3292,private_sector_worker,"Bonsu, Appia and Akyeamfuɔ"
436,245,public_sector_worker,Mensa-Gyamfi
437,1402,private_sector_worker,Akyaa PLC
438,8233,private_sector_worker,Yeboah-Nyame
439,9660,private_sector_worker,Danso Inc
440,2364,private_sector_worker,"Boatemaa, Owusu and Ansomaa"
441,2116,public_sector_worker,Okyere Group
442,3124,private_sector_worker,Akyerε-Agyapong
443,8168,private_sector_worker,Ansa-Adomah
444,2381,public_sector_worker,Amponsah Ltd
445,3299,public_sector_worker,Nkansa-Amoako
446,2806,private_sector_worker,"Gyasiwaa, Asare and Akyeampomaa"
447,1250,private_sector_worker,Yawson and Sons
448,8160,private_sector_worker,Fosu and Sons
449,4424,private_sector_worker,Donkor Inc
450,8010,public_sector_worker,Agyapong Ltd
451,1529,private_sector_worker,Nkansah-Bonsra
452,7451,private_sector_worker,"Agyapong, Darko and Amoako"
453,9044,public_sector_worker,"Adutwum, Badu and Karikari"
454,6402,private_sector_worker,Obeng LLC
455,7495,private_sector_worker,"Koomson, Agyare and Asante"
456,7069,private_sector_worker,Boakye LLC
457,4752,private_sector_worker,Mensah-Fosu
458,727,public_sector_worker,"Asamoa, Daakoaa and Fosu"
459,6288,private_sector_worker,Antwi and Sons
460,1021,private_sector_worker,Adutwum LLC
461,3880,private_sector_worker,Karikari-Akoto
462,3301,private_sector_worker,Otiwa LLC
463,7311,public_sector_worker,Adomako-Amoasi
464,658,public_sector_worker,Asieduwaa-Tiwaa
465,1611,private_sector_worker,"Amo, Ampadu and Nkrumah"
466,463,public_sector_worker,Antwi-Bona
467,7878,public_sector_worker,"Amoa, Ahortor and Donkor"
468,2439,public_sector_worker,Amoakowaa LLC
469,8897,public_sector_worker,Awuah-Osei
470,8518,private_sector_worker,Agyapong Group
471,3203,private_sector_worker,"Osei, Baawia and Wiafe"
472,2837,private_sector_worker,Foriwaa-Ntim
473,286,public_sector_worker,Akyerε-Boatemaah
474,413,public_sector_worker,Asamoah-Safo
475,1766,private_sector_worker,"Agyei, Frema and Wiafe"
476,2486,private_sector_worker,Antwi and Sons
477,3954,public_sector_worker,Afirifa-Baa
478,8491,private_sector_worker,"Ankra, Oppong and Adusei"
479,9141,private_sector_worker,Boatemaah Inc
480,3577,public_sector_worker,"Afirifa, Yirenkyi and Andorful"
481,1374,public_sector_worker,Ampofo-Twumasi
482,6403,private_sector_worker,Agyemang Inc
483,4158,public_sector_worker,"Amoakowaa, Gyamfiaa and Kwaakye"
484,6392,private_sector_worker,Oppong Group
485,8724,public_sector_worker,"Akyerεko, Asare and Adu"
486,2187,private_sector_worker,Kwaakye Group
487,5177,private_sector_worker,Appiah Inc
488,1397,public_sector_worker,Adu Inc
489,9686,private_sector_worker,Darko and Sons
490,8105,private_sector_worker,"Koomson, Akyerε and Andorful"
491,6412,public_sector_worker,Danso-Karikari
492,748,public_sector_worker,Boaten-Boateng
493,3322,private_sector_worker,Adutwum LLC
494,4146,public_sector_worker,Agyare-Quartey
495,6208,public_sector_worker,Amponsah-Asiedu
496,7497,private_sector_worker,Tweneboa and Sons
497,7763,public_sector_worker,Omani-Amoanimaa
498,2766,private_sector_worker,Ampoma-Asare
499,890,private_sector_worker,Adutwum-Gyamfi
500,3952,public_sector_worker,"Ata, Agyare and Asamoah"
501,7186,private_sector_worker,"Nyame, Amoakowaa and Agyapong"
502,6280,public_sector_worker,Adomah-Afoakwa
503,9391,private_sector_worker,Boaten-Sarpong
504,6815,private_sector_worker,"Baa, Darko and Akyerε"
505,120,public_sector_worker,Boakyewaa-Baafi
506,9466,public_sector_worker,Sarpong-Bona
507,6759,private_sector_worker,"Asiama, Twumasi and Yawson"
508,2420,public_sector_worker,"Boakye, Boadi and Afoakwa"
509,1047,private_sector_worker,Safo LLC
510,7429,public_sector_worker,Karikari-Nkansah
511,8863,private_sector_worker,Otiwa Ltd
512,5517,public_sector_worker,Amo Inc
513,6797,private_sector_worker,Baawia Inc
514,4390,private_sector_worker,Nkrumah-Quartey
515,5078,private_sector_worker,Anokye Ltd
516,7667,private_sector_worker,Ampofowaa and Sons
517,7170,public_sector_worker,Asieduwaa PLC
518,4580,private_sector_worker,"Nkansa, Akɔmaa and Ofosu"
519,3823,private_sector_worker,"Frimpomaa, Asamoa and Akowua"
520,2503,public_sector_worker,Nkrumah-Ntim
521,2296,public_sector_worker,Agyapong-Otuo
522,5585,private_sector_worker,Baah-Akyeampomaa
523,1919,private_sector_worker,"Adutwum, Boaten and Opuku"
524,8406,public_sector_worker,Boatemaa-Safo
525,2013,public_sector_worker,Amoa-Adomah
526,4161,private_sector_worker,Osei LLC
527,1455,private_sector_worker,"Amoasi, Prempeh and Awuah"
528,7441,private_sector_worker,Afirifa Inc
529,4883,private_sector_worker,Ntiamoa-Anima
530,1934,private_sector_worker,Kwarteng PLC
531,1298,public_sector_worker,"Yawson, Baah and Agyare"
532,3343,public_sector_worker,"Akyeamfuɔ, Gyasi and Wiafe"
533,1481,public_sector_worker,Acheampong and Sons
534,4525,private_sector_worker,"Mansa, Quartey and Afirifa"
535,6509,public_sector_worker,"Andorful, Karikari and Adusei"
536,2513,private_sector_worker,Boatemaah-Boadi
537,6881,private_sector_worker,Akyeamfuɔ Ltd
538,803,public_sector_worker,Wiafe-Boateng
539,713,private_sector_worker,Osei-Nti
540,3011,private_sector_worker,"Adomako, Ofori and Ampofowaa"
541,4521,public_sector_worker,Amoa Ltd
